属		0		0		0		
于		0		0		0		
中		0		1		0		
朝		0		1		0		
准		0		1		0		
地		0		1		0		
台		0		1		1		
南		0		0		0		
部		0		0		0		
，		0		0		0		
地		0		0		0		
层		0		0		0		
中		0		0		0		
富		0		0		0		
含		0		0		0		
前		0		0		0		
震		0		0		0		
旦		0		0		0		
纪		0		0		0		
的		0		0		0		
沉		0		0		0		
积		0		0		0		
变		0		0		0		
质		0		0		0		
铁		0		0		0		
矿		0		0		0		
_		0		0		0		
（		0		0		0		
如		0		0		1		
霍		0		1		1		
丘		0		1		0		
）		0		0		0		
_		0		0		0		
和		0		0		0		
二		0		0		1		
叠		0		0		0		
纪		0		0		0		
煤		0		0		0		
层		0		0		0		
_		0		0		0		
（		0		0		0		
如		0		0		1		
淮		0		1		1		
南		0		1		0		
、		0		0		0		
_		0		1		0		
淮		0		1		1		
北		0		1		1		
）		0		0		0		
；		0		0		0		
皖		0		1		1		
西		0		1		1		
大		1		1		1		
别		1		1		1		
山		1		1		0		
区		1		1		0		
和		0		0		0		
江		1		1		0		
淮		1		1		0		
地		1		1		0		
区		1		1		0		
部		0		0		0		
分		0		0		0		
为		0		0		0		
秦		0		1		0		
岭		0		1		1		
褶		0		1		1		
皱		0		1		1		
系		0		1		0		
的		0		0		0		
东		0		0		1		
端		0		0		0		
，		0		0		0		
分		0		0		0		
布		0		0		0		
有		0		0		0		
前		0		0		0		
震		0		0		0		
旦		0		0		0		
纪		0		0		0		
沉		0		0		0		
积		0		0		0		
变		0		0		0		
质		0		0		0		
磷		0		0		0		
矿		0		0		0		
层		0		0		0		
（		0		0		0		
如		0		0		0		
宿		0		0		1		
松		0		0		0		
、		0		0		0		
肥		0		0		0		
东		0		0		1		
）		0		0		0		
；		0		0		0		
沿		0		0		1		
江		0		0		0		
和		0		0		0		
皖		0		1		0		
南		0		1		0		
属		0		0		1		
于		0		0		0		
扬		0		1		0		
子		0		1		1		
准		0		1		0		
地		0		1		0		
台		0		1		0		
的		0		0		0		
东		0		0		0		
北		0		0		0		
部		0		0		0		
分		0		0		1		
，		0		0		0		
古		0		0		0		
生		0		0		0		
代		0		0		0		
和		0		0		0		
三		0		0		0		
叠		0		0		0		
纪		0		0		1		
为		0		0		1		
海		0		0		0		
水		0		0		0		
淹		0		0		0		
没		0		0		0		
，		0		0		0		
广		0		0		0		
泛		0		0		0		
沉		0		0		0		
积		0		0		0		
了		0		0		0		
层		0		0		0		
厚		0		0		0		
、		0		0		0		
质		0		0		0		
纯		0		0		0		
的		0		0		0		
白		0		0		0		
云		0		0		1		
岩		0		0		0		
和		0		0		0		
灰		0		0		0		
岩		0		0		0		
，		0		0		0		
燕		0		0		1		
山		0		0		0		
运		0		0		0		
动		0		0		0		
期		0		0		0		
间		0		0		0		
沿		0		0		0		
江		0		0		0		
一		0		0		0		
带		0		0		0		
岩		0		0		0		
浆		0		0		0		
活		0		0		0		
动		0		0		0		
普		0		0		0		
遍		0		0		0		
、		0		0		0		
频		0		0		0		
繁		0		0		0		
，		0		0		0		
形		0		0		0		
成		0		0		0		
了		0		0		0		
具		0		0		0		
有		0		0		0		
工		0		0		0		
业		0		0		0		
意		0		0		0		
义		0		0		0		
的		0		0		0		
铁		0		0		0		
、		0		0		0		
铜		0		0		0		
、		0		0		0		
硫		0		0		0		
、		0		0		0		
钒		0		0		0		
、		0		0		0		
铅		0		0		0		
、		0		0		0		
锌		0		0		0		
、		0		0		0		
明		0		0		0		
矾		0		0		0		
石		0		0		0		
等		0		0		0		
矿		0		0		0		
藏		0		0		0		
和		0		0		0		
石		0		0		0		
油		0		0		0		
资		0		0		0		
源		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
在		0		0		0		
淮		0		1		0		
北		0		1		0		
地		0		1		1		
区		0		1		0		
近		0		0		0		
年		0		0		0		
又		0		0		0		
发		0		0		0		
现		0		0		0		
了		0		0		0		
金		0		0		0		
矿		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
气		0		0		0		
候		0		0		0		
、		0		0		0		
土		0		0		0		
壤		0		0		0		
、		0		0		0		
植		0		0		0		
被		0		0		0		
与		0		0		0		
地		0		0		0		
貌		0		0		0		
季		0		0		1		
风		0		0		0		
气		0		0		0		
侯		0		0		0		
显		0		0		0		
著		0		0		0		
，		0		0		0		
四		0		0		0		
季		0		0		0		
分		0		0		0		
明		0		0		0		
，		0		0		0		
终		0		0		0		
年		0		0		0		
温		0		0		0		
和		0		0		0		
湿		0		0		0		
润		0		0		0		
，		0		0		0		
并		0		0		0		
有		0		0		0		
明		0		0		0		
显		0		0		0		
的		0		0		0		
南		0		0		0		
北		0		0		0		
过		0		0		0		
渡		0		0		0		
特		0		0		0		
征		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
其		0		0		1		
中		0		0		0		
淮		1		1		1		
河		1		1		1		
以		0		0		0		
北		0		0		0		
为		0		0		0		
暖		0		0		0		
温		0		0		0		
带		0		0		0		
半		0		0		0		
湿		0		0		0		
润		0		0		0		
季		0		0		0		
风		0		0		0		
气		0		0		0		
候		0		0		0		
；		0		0		0		
淮		1		1		1		
河		1		1		1		
以		0		0		0		
南		0		0		0		
、		0		0		0		
黄		1		1		1		
山		1		1		1		
山		1		1		1		
脉		1		1		1		
以		0		0		0		
北		0		0		0		
为		0		0		0		
北		0		0		0		
亚		0		0		1		
热		0		0		0		
带		0		0		0		
湿		0		0		0		
润		0		0		0		
季		0		0		0		
风		0		0		0		
气		0		0		0		
候		0		0		0		
；		0		0		0		
黄		1		1		1		
山		1		1		1		
山		0		1		1		
脉		0		1		1		
以		0		0		0		
南		0		0		0		
为		0		0		0		
中		0		0		0		
亚		0		0		0		
热		0		0		0		
带		0		0		0		
湿		0		0		0		
润		0		0		0		
季		0		0		0		
风		0		0		0		
气		0		0		0		
候		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
自		0		0		0		
然		0		0		0		
植		0		0		0		
被		0		0		0		
和		0		0		0		
土		0		0		0		
壤		0		0		0		
亦		0		0		0		
因		0		0		0		
此		0		0		0		
自		0		0		0		
北		0		0		0		
而		0		0		0		
南		0		0		0		
更		0		0		0		
迭		0		0		0		
，		0		0		0		
_		0		0		0		
即		0		0		0		
落		0		0		0		
叶		0		0		0		
阔		0		0		0		
叶		0		0		0		
林		0		0		0		
-		0		0		0		
棕		0		0		0		
壤		0		0		0		
；		0		0		0		
_		0		0		0		
落		0		0		0		
叶		0		0		0		
阔		0		0		0		
叶		0		0		0		
、		0		0		0		
常		0		0		1		
绿		0		0		0		
阔		0		0		0		
叶		0		0		0		
混		0		0		0		
交		0		0		0		
林		0		0		0		
-		0		0		0		
黄		0		0		0		
棕		0		0		0		
壤		0		0		0		
和		0		0		0		
常		0		0		0		
绿		0		0		0		
阔		0		0		0		
叶		0		0		0		
林		0		0		0		
-		0		0		0		
黄		0		0		0		
、		0		0		0		
红		0		0		0		
壤		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
在		0		0		0		
主		0		0		0		
要		0		0		0		
栽		0		0		0		
培		0		0		0		
作		0		0		0		
物		0		0		0		
方		0		0		0		
面		0		0		0		
，		0		0		0		
也		0		0		0		
依		0		0		0		
次		0		0		0		
有		0		0		0		
小		0		0		0		
麦		0		0		0		
、		0		0		0		
杂		0		0		0		
粮		0		0		0		
、		0		0		0		
麦		0		0		0		
稻		0		0		0		
过		0		0		0		
渡		0		0		0		
和		0		0		0		
水		0		0		0		
稻		0		0		0		
占		0		0		0		
优		0		0		0		
势		0		0		0		
的		0		0		0		
差		0		0		0		
异		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
气		0		0		1		
温		0		0		0		
一		0		0		0		
般		0		0		0		
南		0		0		0		
高		0		0		0		
于		0		0		0		
北		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
年		0		0		1		
均		0		0		0		
温		0		0		0		
1		0		0		0		
4		0		0		0		
～		0		0		0		
1		0		0		0		
6		0		0		0		
℃		0		0		0		
，		0		0		0		
1		0		0		0		
月		0		0		0		
均		0		0		0		
温		0		0		0		
－		0		0		0		
0		0		0		0		
.		0		0		0		
0		0		0		0		
～		0		0		0		
4		0		0		0		
℃		0		0		0		
，		0		0		0		
7		0		0		0		
月		0		0		0		
2		0		0		0		
7		0		0		0		
～		0		0		0		
2		0		0		0		
9		0		0		0		
℃		0		0		0		
，		0		0		0		
1		0		0		0		
0		0		0		0		
℃		0		0		0		
以		0		0		0		
上		0		0		0		
活		0		0		0		
动		0		0		0		
积		0		0		0		
温		0		0		0		
为		0		0		0		
4		0		0		0		
6		0		0		0		
2		0		0		0		
0		0		0		0		
～		0		0		0		
5		0		0		0		
3		0		0		0		
0		0		0		0		
0		0		0		0		
℃		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
当		0		0		0		
强		0		0		0		
大		0		0		0		
寒		0		0		0		
潮		0		0		0		
过		0		0		0		
境		0		0		0		
时		0		0		0		
，		0		0		0		
往		0		0		0		
往		0		0		0		
气		0		0		0		
温		0		0		0		
骤		0		0		0		
降		0		0		0		
，		0		0		0		
_		0		0		0		
甚		0		0		0		
至		0		0		0		
冻		0		0		0		
害		0		0		0		
越		0		0		0		
冬		0		0		0		
作		0		0		0		
物		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
无		0		0		0		
霜		0		0		0		
期		0		0		0		
约		0		0		0		
为		0		0		0		
2		0		0		0		
0		0		0		0		
0		0		0		0		
～		0		0		0		
2		0		0		0		
5		0		0		0		
0		0		0		0		
天		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
年		0		0		0		
降		0		0		0		
水		0		0		0		
量		0		0		0		
7		0		0		0		
5		0		0		0		
0		0		0		0		
～		0		0		0		
1		0		0		0		
7		0		0		0		
0		0		0		0		
0		0		0		0		
毫		0		0		0		
米		0		0		0		
，		0		0		0		
地		0		0		0		
区		0		0		0		
分		0		0		0		
布		0		0		0		
一		0		0		0		
般		0		0		0		
南		0		0		0		
部		0		0		0		
多		0		0		0		
于		0		0		0		
北		0		0		0		
部		0		0		0		
，		0		0		0		
山		0		0		0		
地		0		0		0		
多		0		0		0		
于		0		0		0		
平		0		0		0		
原		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
皖		0		1		1		
北		0		1		0		
约		0		0		0		
7		0		0		0		
5		0		0		0		
0		0		0		0		
～		0		0		0		
8		0		0		0		
0		0		0		0		
0		0		0		0		
毫		0		0		0		
米		0		0		0		
，		0		0		0		
皖		0		0		0		
中		0		0		0		
约		0		0		0		
8		0		0		0		
0		0		0		0		
0		0		0		0		
～		0		0		0		
1		0		0		0		
0		0		0		0		
0		0		0		0		
0		0		0		0		
毫		0		0		0		
米		0		0		0		
，		0		0		0		
沿		0		0		0		
江		0		0		0		
一		0		0		0		
带		0		0		0		
约		0		0		0		
_		0		0		0		
1		0		0		0		
1		0		0		0		
0		0		0		0		
0		0		0		0		
～		0		0		0		
1		0		0		0		
4		0		0		0		
0		0		0		0		
0		0		0		0		
_		0		0		0		
毫		0		0		0		
米		0		0		0		
，		0		0		0		
皖		0		1		0		
南		0		1		0		
约		0		0		0		
_		0		0		0		
1		0		0		0		
6		0		0		0		
0		0		0		0		
0		0		0		0		
_		0		0		0		
毫		0		0		0		
米		0		0		0		
，		0		0		0		
黄		1		1		0		
山		1		1		0		
光		1		1		1		
明		1		1		0		
顶		1		1		0		
为		0		0		0		
2		0		0		0		
3		0		0		0		
7		0		0		0		
3		0		0		0		
毫		0		0		0		
米		0		0		0		
，		0		0		0		
是		0		0		0		
全		0		0		0		
省		0		0		1		
降		0		0		0		
水		0		0		0		
量		0		0		0		
最		0		0		0		
多		0		0		0		
之		0		0		0		
地		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
由		0		0		1		
于		0		0		0		
季		0		0		0		
风		0		0		0		
和		0		0		0		
梅		0		0		0		
雨		0		0		0		
的		0		0		0		
不		0		0		0		
稳		0		0		0		
定		0		0		0		
性		0		0		0		
，		0		0		0		
各		0		0		0		
地		0		0		0		
历		0		0		0		
年		0		0		0		
最		0		0		0		
大		0		0		0		
和		0		0		0		
最		0		0		0		
小		0		0		0		
降		0		0		0		
水		0		0		0		
量		0		0		0		
可		0		0		0		
相		0		0		0		
差		0		0		0		
1		0		0		0		
～		0		0		0		
3		0		0		0		
倍		0		0		0		
以		0		0		0		
上		0		0		0		
，		0		0		0		
_		0		0		0		
夏		0		0		0		
季		0		0		0		
各		0		0		0		
月		0		0		0		
降		0		0		0		
水		0		0		0		
量		0		0		0		
的		0		0		0		
逐		0		0		0		
年		0		0		0		
变		0		0		0		
化		0		0		0		
更		0		0		0		
大		0		0		0		
，		0		0		0		
往		0		0		0		
往		0		0		0		
引		0		0		0		
起		0		0		0		
旱		0		0		0		
涝		0		0		0		
灾		0		0		0		
害		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
旱		0		0		0		
灾		0		0		0		
在		0		0		0		
皖		0		1		0		
北		0		1		0		
以		0		0		0		
春		0		0		0		
旱		0		0		0		
或		0		0		0		
春		0		0		0		
夏		0		0		0		
连		0		0		0		
旱		0		0		0		
居		0		0		0		
多		0		0		0		
，		0		0		0		
淮		1		1		1		
河		1		1		1		
以		0		0		0		
南		0		0		0		
多		0		0		0		
为		0		0		0		
夏		0		0		0		
旱		0		0		0		
或		0		0		0		
秋		0		0		0		
旱		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
涝		0		0		0		
灾		0		0		0		
则		0		0		0		
以		0		0		0		
淮		1		1		1		
河		1		1		1		
流		1		1		1		
域		1		1		0		
较		0		0		0		
多		0		0		0		
，		0		0		0		
主		0		0		0		
要		0		0		0		
出		0		0		0		
现		0		0		0		
在		0		0		0		
7		0		0		0		
～		0		0		0		
8		0		0		0		
月		0		0		0		
；		0		0		0		
次		0		0		1		
为		0		0		0		
长		1		1		0		
江		1		1		1		
流		1		1		0		
域		1		1		0		
，		0		0		0		
多		0		0		0		
出		0		0		0		
现		0		0		0		
在		0		0		0		
6		0		0		0		
～		0		0		0		
7		0		0		0		
月		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
地		0		0		0		
貌		0		0		0		
以		0		0		0		
平		0		0		0		
原		0		0		0		
、		0		0		0		
丘		0		0		0		
陵		0		0		0		
和		0		0		0		
低		0		0		0		
山		0		0		0		
为		0		0		0		
主		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
平		0		0		0		
原		0		0		0		
面		0		0		0		
积		0		0		0		
占		0		0		0		
全		0		0		0		
省		0		0		0		
总		0		0		0		
面		0		0		0		
积		0		0		0		
的		0		0		0		
3		0		0		0		
1		0		0		0		
.		0		0		0		
3		0		0		0		
％		0		0		0		
（		0		0		0		
包		0		0		0		
括		0		0		0		
5		0		0		0		
.		0		0		0		
8		0		0		0		
％		0		0		0		
的		0		0		0		
圩		0		0		0		
区		0		0		0		
）		0		0		0		
，		0		0		0		
丘		0		0		0		
陵		0		0		0		
占		0		0		0		
2		0		0		0		
9		0		0		0		
.		0		0		0		
5		0		0		0		
％		0		0		0		
，		0		0		0		
山		0		0		0		
区		0		0		0		
占		0		0		0		
3		0		0		0		
1		0		0		0		
.		0		0		0		
2		0		0		0		
％		0		0		0		
，		0		0		0		
湖		0		0		0		
沼		0		0		0		
洼		0		0		0		
地		0		0		0		
占		0		0		0		
8		0		0		0		
.		0		0		0		
0		0		0		0		
％		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
平		0		0		0		
原		0		0		0		
与		0		0		0		
丘		0		0		0		
陵		0		0		0		
、		0		0		0		
低		0		0		1		
山		0		0		1		
相		0		0		0		
间		0		0		0		
排		0		0		1		
列		0		0		1		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
自		0		0		1		
然		0		0		0		
地		0		0		0		
理		0		0		0		
区		0		0		0		
在		0		0		0		
中		1		1		0		
国		1		1		0		
综		0		0		0		
合		0		0		0		
自		0		0		0		
然		0		0		0		
区		0		0		0		
划		0		0		0		
中		0		0		0		
，		0		0		0		
全		0		0		0		
省		0		0		0		
分		0		0		0		
属		0		0		0		
于		0		0		0		
4		0		0		0		
个		0		0		0		
自		0		0		0		
然		0		0		0		
地		0		0		0		
理		0		0		0		
区		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
华		1		1		1		
北		1		1		0		
平		1		1		0		
原		1		1		0		
半		0		0		0		
旱		0		0		0		
生		0		0		0		
落		0		0		0		
叶		0		0		0		
阔		0		0		0		
叶		0		0		0		
林		0		0		0		
区		0		0		0		
省		0		0		0		
境		0		0		0		
淮		1		1		1		
河		1		1		1		
以		0		0		1		
北		0		0		0		
及		0		0		0		
淮		1		1		1		
河		1		1		1		
南		0		0		1		
岸		0		0		1		
河		0		0		1		
漫		0		0		0		
滩		0		0		0		
地		0		0		0		
带		0		0		0		
的		0		0		0		
皖		1		1		0		
北		1		1		0		
平		1		1		0		
原		1		1		0		
，		0		0		0		
属		0		0		0		
此		0		0		0		
区		0		0		0		
的		0		0		0		
淮		1		1		0		
北		1		1		0		
平		1		1		0		
原		1		1		0		
亚		1		0		0		
区		1		0		0		
，		0		0		0		
地		0		0		0		
势		0		0		0		
坦		0		0		0		
荡		0		0		1		
辽		0		0		0		
阔		0		0		0		
，		0		0		0		
为		0		0		0		
华		1		1		0		
北		1		1		0		
平		1		1		0		
原		1		1		0		
的		0		0		0		
南		0		0		0		
部		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
海		0		0		1		
拔		0		0		0		
多		0		0		0		
在		0		0		0		
2		0		0		0		
0		0		0		0		
～		0		0		0		
5		0		0		0		
0		0		0		0		
米		0		0		0		
，		0		0		0		
自		0		0		0		
西		0		0		1		
北		0		0		0		
向		0		0		1		
东		0		0		0		
南		0		0		0		
微		0		0		0		
倾		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
淮		1		1		1		
河		1		1		1		
北		0		0		1		
侧		0		0		1		
的		0		0		0		
支		0		0		0		
流		0		0		0		
向		0		0		0		
东		0		0		0		
南		0		0		0		
流		0		0		0		
入		0		0		0		
淮		1		1		0		
河		1		1		1		
和		0		0		0		
洪		1		1		0		
泽		1		1		0		
湖		1		1		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
平		1		0		0		
原		1		0		0		
北		0		0		0		
部		0		0		0		
深		0		0		0		
受		0		0		0		
黄		0		0		0		
河		0		0		0		
泛		0		0		0		
滥		0		0		0		
影		0		0		0		
响		0		0		0		
，		0		0		0		
近		0		0		0		
代		0		0		0		
沉		0		0		0		
积		0		0		0		
物		0		0		0		
覆		0		0		0		
盖		0		0		0		
深		0		0		0		
厚		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
在		0		0		0		
排		0		0		0		
水		0		0		0		
不		0		0		0		
畅		0		0		0		
的		0		0		0		
低		0		0		0		
洼		0		0		0		
和		0		0		0		
微		0		0		0		
凹		0		0		0		
地		0		0		0		
区		0		0		0		
有		0		0		0		
盐		0		0		0		
碱		0		0		0		
土		0		0		0		
和		0		0		0		
砂		0		0		0		
姜		0		0		0		
土		0		0		0		
分		0		0		0		
布		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
农		0		0		1		
垦		0		0		0		
历		0		0		0		
史		0		0		0		
悠		0		0		0		
久		0		0		0		
，		0		0		0		
自		0		0		0		
然		0		0		0		
植		0		0		0		
被		0		0		0		
多		0		0		0		
已		0		0		0		
无		0		0		0		
存		0		0		0		
，		0		0		0		
现		0		0		0		
为		0		0		0		
人		0		0		0		
工		0		0		0		
栽		0		0		0		
培		0		0		0		
的		0		0		0		
侧		0		0		0		
柏		0		0		0		
、		0		0		0		
杨		0		0		0		
、		0		0		0		
柳		0		0		0		
、		0		0		0		
泡		0		0		0		
桐		0		0		0		
、		0		0		0		
刺		0		0		1		
槐		0		0		1		
、		0		0		0		
榆		0		0		1		
等		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
2		0		0		0		
0		0		0		0		
_		0		0		0		
世		0		0		0		
纪		0		0		0		
_		0		0		0		
5		0		0		0		
0		0		0		0		
_		0		0		0		
年		0		0		0		
代		0		0		0		
以		0		0		0		
来		0		0		0		
，		0		0		0		
结		0		0		0		
合		0		0		0		
治		0		0		0		
淮		1		0		0		
，		0		0		0		
兴		0		0		0		
建		0		0		0		
了		0		0		0		
多		0		0		0		
项		0		0		0		
综		0		0		0		
合		0		0		0		
利		0		0		0		
用		0		0		0		
水		0		0		0		
利		0		0		0		
工		0		0		0		
程		0		0		0		
，		0		0		0		
并		0		0		0		
开		0		0		0		
辟		0		0		0		
了		0		0		0		
新		1		1		0		
汴		1		1		1		
河		1		1		1		
、		0		0		0		
茨		1		1		1		
淮		1		1		1		
新		1		1		1		
河		1		1		1		
等		0		0		0		
，		0		0		0		
在		0		0		0		
防		0		0		0		
洪		0		0		0		
、		0		0		0		
灌		0		0		0		
溉		0		0		0		
、		0		0		0		
航		0		0		0		
运		0		0		0		
等		0		0		0		
方		0		0		0		
面		0		0		0		
发		0		0		0		
挥		0		0		0		
了		0		0		0		
显		0		0		0		
著		0		0		0		
作		0		0		0		
用		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
北		0		1		0		
亚		0		1		0		
热		0		1		0		
带		0		1		0		
长		1		1		0		
江		1		1		1		
中		0		1		0		
下		0		1		0		
游		0		1		0		
平		0		1		0		
原		0		1		0		
混		0		1		0		
交		0		1		0		
林		0		1		0		
区		0		1		0		
省		0		0		0		
境		0		0		0		
淮		1		1		0		
河		1		1		1		
南		0		0		1		
岸		0		0		1		
河		0		0		1		
漫		0		0		0		
滩		0		0		0		
地		0		0		0		
带		0		0		0		
以		0		0		0		
南		0		0		0		
的		0		0		0		
皖		0		1		0		
中		0		1		0		
丘		0		1		0		
陵		0		1		1		
及		0		0		1		
长		1		0		1		
江		1		0		1		
沿		1		0		1		
江		1		0		0		
平		1		0		0		
原		1		0		0		
属		0		0		0		
此		0		0		0		
区		0		0		0		
的		0		0		0		
长		1		1		0		
江		1		1		1		
下		0		1		0		
游		0		1		0		
平		0		1		0		
原		0		1		0		
丘		0		1		0		
陵		0		1		0		
亚		0		1		1		
区		0		1		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
由		0		0		1		
河		0		0		1		
谷		0		0		0		
平		0		0		0		
原		0		0		0		
、		0		0		0		
湖		0		1		1		
盆		0		1		0		
平		0		1		0		
原		0		1		0		
（		0		0		1		
巢		1		1		1		
湖		1		1		1		
盆		1		1		0		
地		1		1		0		
最		0		0		0		
大		0		0		0		
）		0		0		0		
以		0		0		1		
及		0		0		1		
与		0		0		0		
这		0		1		0		
些		0		1		0		
平		0		1		0		
原		0		1		0		
相		0		0		0		
毗		0		0		1		
连		0		0		0		
的		0		0		0		
低		0		0		0		
山		0		0		0		
、		0		0		0		
丘		0		0		1		
陵		0		0		0		
、		0		0		0		
岗		0		0		1		
地		0		0		0		
等		0		0		0		
多		0		0		0		
种		0		0		0		
地		0		0		0		
貌		0		0		0		
类		0		0		0		
型		0		0		0		
组		0		0		0		
成		0		0		0		
。		0		0		0		
安		1		1		1		
徽		1		1		1		
省		1		1		1		
平		0		0		0		
原		0		0		0		
地		0		0		0		
区		0		0		0		
农		0		0		0		
